  0.0152   0.9230   0.0821   0.9736   0.0032   0.7804   0.1966   0.9819   0.1800   0.8098   0.1437   0.8517   0.0487   0.9414   0.4456   0.5593   0.9371   0.0692   0.9989   0.0022   0.9839   0.9632   0.0267   0.0518   0.9497   0.0520   0.1509   0.7557   0.1902   0.3686   0.8073   0.5125
  0.0152   0.9281   0.0784   0.9736   0.0032   0.9746   0.0377   0.9787   0.1841   0.8037   0.1431   0.8524   0.0468   0.9351   0.4520   0.5587   0.9163   0.0915   0.9989   0.0044   0.9840   0.9577   0.0288   0.0470   0.9448   0.0576   0.1490   0.7613   0.1909   0.3438   0.7596   0.5880
  0.0152   0.9344   0.0735   0.9736   0.0032   0.9898   0.0288   0.9755   0.1867   0.8014   0.1439   0.8545   0.0482   0.9144   0.4674   0.5596   0.8912   0.1203   0.9989   0.0066   0.9840   0.9424   0.0379   0.0495   0.9356   0.0661   0.1429   0.7714   0.2063   0.3874   0.4406   0.6997
  0.0140   0.9383   0.0697   0.9736   0.0032   0.9932   0.0291   0.9707   0.1902   0.7991   0.1415   0.8567   0.0575   0.8432   0.5246   0.5592   0.8568   0.1545   0.9989   0.0132   0.9795   0.8790   0.0785   0.0672   0.9093   0.0722   0.1390   0.7789   0.2336   0.4706   0.4675   0.7468
  0.0127   0.9421   0.0661   0.9735   0.0032   0.9966   0.0324   0.9658   0.1905   0.7980   0.1381   0.8603   0.0810   0.5604   0.7776   0.5579   0.8153   0.1971   0.9989   0.0429   0.9502   0.5429   0.3439   0.3643   0.6136   0.0813   0.1327   0.7864   0.2420   0.4286   0.6942   0.3860
  0.0127   0.9459   0.0636   0.9735   0.0032   0.9966   0.0358   0.9623   0.1916   0.7983   0.1343   0.8649   0.1606   0.2911   0.9843   0.5567   0.7664   0.2464   0.9989   0.6458   0.3370   0.1141   0.8230   0.8974   0.0693   0.0893   0.1265   0.7935   0.2485   0.3525   0.7817   0.3191
  0.0127   0.9485   0.0612   0.9735   0.0032   0.9966   0.0393   0.9572   0.1914   0.7983   0.1258   0.8723   0.3721   0.0643   0.9783   0.5788   0.7109   0.3012   0.9989   0.9775   0.0197   0.0352   0.9384   0.9227   0.0287   0.0990   0.1226   0.8030   0.2848   0.4685   0.8390   0.4291
  0.0115   0.9510   0.0587   0.9735   0.0032   0.9966   0.0444   0.9519   0.1914   0.7983   0.1162   0.8820   0.4342   0.0046   0.7929   0.7470   0.6519   0.3612   0.9989   0.9932   0.0044   0.0158   0.9686   0.9232   0.0171   0.1100   0.1167   0.8111   0.3121   0.3789   0.7778   0.3969
  0.0115   0.9535   0.0575   0.9734   0.0032   0.9966   0.0497   0.9452   0.1916   0.7986   0.1044   0.8928   0.4381   0.1041   0.5733   0.8811   0.5905   0.4211   0.9989   0.9955   0.0022   0.0090   0.9796   0.9183   0.0233   0.1027   0.1111   0.8203   0.3597   0.4094   0.6969   0.5533
  0.0115   0.9548   0.0562   0.9734   0.0032   0.9966   0.0534   0.9397   0.1916   0.7989   0.0914   0.9080   0.4383   0.4551   0.1870   0.9193   0.5308   0.4784   0.9989   0.9966   0.0022   0.0067   0.9703   0.9314   0.0875   0.0413   0.1075   0.8274   0.3273   0.4179   0.5993   0.4844
